Date,Stock Price,Q_1,Q_2,Q_3,Q_4,CQ2_Stock_Price,CQ4_Stock_Price,CQ2_CQ4_Seasonality_Ratio,CQ2_CQ4_Label_Daily,Prev_Q4_Stock_Price,CQ2_PQ4_Seasonality_Ratio,CQ2_PQ4_Label_Daily
2020-02-29,53.49,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-01,53.49,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-02,55.92,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-03,56.06,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-04,58.92,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-05,56.74,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-06,55.26,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-07,55.26,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-08,55.26,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-09,51.86,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-10,53.66,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-11,52.21,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-12,47.16,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-13,48.47,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-14,48.47,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-15,48.47,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-16,45.26,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-17,47.18,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-18,44.85,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-19,41.83,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-20,38.3,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-21,38.3,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-22,38.3,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-23,37.56,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-24,39.45,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-25,41.61,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-26,44.29,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-27,42.81,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-28,42.81,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-29,42.81,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-30,45.0,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-03-31,44.25,1,0,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-04-01,42.12,0,1,0,0,42.12,49.18,0.8564457096380642,SELL,55.35,0.7609756097560975,BUY
2020-04-02,43.95,0,1,0,0,43.95,49.18,0.8936559577063847,SELL,55.35,0.7940379403794038,BUY
2020-04-03,43.83,0,1,0,0,43.83,49.18,0.8912159414396096,SELL,55.35,0.791869918699187,BUY
2020-04-04,43.83,0,1,0,0,43.83,49.18,0.8912159414396096,SELL,55.35,0.791869918699187,BUY
2020-04-05,43.83,0,1,0,0,43.83,49.18,0.8912159414396096,SELL,55.35,0.791869918699187,BUY
2020-04-06,46.67,0,1,0,0,46.67,49.18,0.9489629930866206,SELL,55.35,0.8431797651309847,BUY
2020-04-07,46.51,0,1,0,0,46.51,49.18,0.9457096380642537,SELL,55.35,0.8402890695573622,BUY
2020-04-08,47.82,0,1,0,0,47.82,49.18,0.9723464823098821,SELL,55.35,0.8639566395663957,BUY
2020-04-09,49.0,0,1,0,0,49.0,49.18,0.9963399755998373,HOLD,55.35,0.8852755194218609,BUY
2020-04-10,49.0,0,1,0,0,49.0,49.18,0.9963399755998373,HOLD,55.35,0.8852755194218609,BUY
2020-04-11,49.0,0,1,0,0,49.0,49.18,0.9963399755998373,HOLD,55.35,0.8852755194218609,BUY
2020-04-12,49.0,0,1,0,0,49.0,49.18,0.9963399755998373,HOLD,55.35,0.8852755194218609,BUY
2020-04-13,46.93,0,1,0,0,46.93,49.18,0.9542496949979666,SELL,55.35,0.847877145438121,BUY
2020-04-14,48.92,0,1,0,0,48.92,49.18,0.9947132980886539,HOLD,55.35,0.8838301716350497,BUY
2020-04-15,47.61,0,1,0,0,47.61,49.18,0.9680764538430257,SELL,55.35,0.8601626016260162,BUY
2020-04-16,47.1,0,1,0,0,47.1,49.18,0.9577063847092314,SELL,55.35,0.8509485094850948,BUY
2020-04-17,48.06,0,1,0,0,48.06,49.18,0.9772265148434324,SELL,55.35,0.8682926829268293,BUY
2020-04-18,48.06,0,1,0,0,48.06,49.18,0.9772265148434324,SELL,55.35,0.8682926829268293,BUY
2020-04-19,48.06,0,1,0,0,48.06,49.18,0.9772265148434324,SELL,55.35,0.8682926829268293,BUY
2020-04-20,46.53,0,1,0,0,46.53,49.18,0.9461163074420497,SELL,55.35,0.8406504065040651,BUY
2020-04-21,45.38,0,1,0,0,45.38,49.18,0.9227328182187882,SELL,55.35,0.8198735320686541,BUY
2020-04-22,45.68,0,1,0,0,45.68,49.18,0.9288328588857259,SELL,55.35,0.825293586269196,BUY
2020-04-23,45.07,0,1,0,0,45.07,49.18,0.9164294428629525,SELL,55.35,0.8142728093947605,BUY
2020-04-24,45.43,0,1,0,0,45.43,49.18,0.9237494916632778,SELL,55.35,0.820776874435411,BUY
2020-04-25,45.43,0,1,0,0,45.43,49.18,0.9237494916632778,SELL,55.35,0.820776874435411,BUY
2020-04-26,45.43,0,1,0,0,45.43,49.18,0.9237494916632778,SELL,55.35,0.820776874435411,BUY
2020-04-27,46.78,0,1,0,0,46.78,49.18,0.9511996746644978,SELL,55.35,0.8451671183378501,BUY
2020-04-28,46.74,0,1,0,0,46.74,49.18,0.9503863359089061,SELL,55.35,0.8444444444444444,BUY
2020-04-29,47.12,0,1,0,0,47.12,49.18,0.9581130540870272,SELL,55.35,0.8513098464317976,BUY
2020-04-30,45.89,0,1,0,0,45.89,49.18,0.9331028873525824,SELL,55.35,0.8290876242095754,BUY
2020-05-01,45.6,0,1,0,0,45.6,49.18,0.9272061813745426,SELL,55.35,0.8238482384823849,BUY
2020-05-02,45.6,0,1,0,0,45.6,49.18,0.9272061813745426,SELL,55.35,0.8238482384823849,BUY
2020-05-03,45.6,0,1,0,0,45.6,49.18,0.9272061813745426,SELL,55.35,0.8238482384823849,BUY
2020-05-04,45.14,0,1,0,0,45.14,49.18,0.9178527856852379,SELL,55.35,0.8155374887082204,BUY
2020-05-05,45.4,0,1,0,0,45.4,49.18,0.9231394875965839,SELL,55.35,0.8202348690153568,BUY
2020-05-06,44.75,0,1,0,0,44.75,49.18,0.9099227328182188,SELL,55.35,0.8084914182475158,BUY
2020-05-07,44.6,0,1,0,0,44.6,49.18,0.90687271248475,SELL,55.35,0.8057813911472448,BUY
2020-05-08,46.11,0,1,0,0,46.11,49.18,0.9375762505083367,SELL,55.35,0.8330623306233061,BUY
2020-05-09,46.11,0,1,0,0,46.11,49.18,0.9375762505083367,SELL,55.35,0.8330623306233061,BUY
2020-05-10,46.11,0,1,0,0,46.11,49.18,0.9375762505083367,SELL,55.35,0.8330623306233061,BUY
2020-05-11,45.54,0,1,0,0,45.54,49.18,0.925986173241155,SELL,55.35,0.8227642276422764,BUY
2020-05-12,44.82,0,1,0,0,44.82,49.18,0.9113460756405043,SELL,55.35,0.8097560975609756,BUY
2020-05-13,43.94,0,1,0,0,43.94,49.18,0.8934526230174867,SELL,55.35,0.7938572719060524,BUY
2020-05-14,43.7,0,1,0,0,43.7,49.18,0.8885725904839367,SELL,55.35,0.7895212285456188,BUY
2020-05-15,43.26,0,1,0,0,43.26,49.18,0.8796258641724278,SELL,55.35,0.7815718157181571,BUY
2020-05-16,43.26,0,1,0,0,43.26,49.18,0.8796258641724278,SELL,55.35,0.7815718157181571,BUY
2020-05-17,43.26,0,1,0,0,43.26,49.18,0.8796258641724278,SELL,55.35,0.7815718157181571,BUY
2020-05-18,44.97,0,1,0,0,44.97,49.18,0.9143960959739731,SELL,55.35,0.8124661246612466,BUY
2020-05-19,44.54,0,1,0,0,44.54,49.18,0.9056527043513624,SELL,55.35,0.8046973803071363,BUY
2020-05-20,45.89,0,1,0,0,45.89,49.18,0.9331028873525824,SELL,55.35,0.8290876242095754,BUY
2020-05-21,45.17,0,1,0,0,45.17,49.18,0.9184627897519317,SELL,55.35,0.8160794941282746,BUY
2020-05-22,45.03,0,1,0,0,45.03,49.18,0.9156161041073607,SELL,55.35,0.813550135501355,BUY
2020-05-23,45.03,0,1,0,0,45.03,49.18,0.9156161041073607,SELL,55.35,0.813550135501355,BUY
2020-05-24,45.03,0,1,0,0,45.03,49.18,0.9156161041073607,SELL,55.35,0.813550135501355,BUY
2020-05-25,45.03,0,1,0,0,45.03,49.18,0.9156161041073607,SELL,55.35,0.813550135501355,BUY
2020-05-26,46.09,0,1,0,0,46.09,49.18,0.9371695811305409,SELL,55.35,0.8327009936766034,BUY
2020-05-27,46.73,0,1,0,0,46.73,49.18,0.9501830012200081,SELL,55.35,0.8442637759710929,BUY
2020-05-28,47.09,0,1,0,0,47.09,49.18,0.9575030500203335,SELL,55.35,0.8507678410117435,BUY
2020-05-29,46.68,0,1,0,0,46.68,49.18,0.9491663277755185,SELL,55.35,0.843360433604336,BUY
2020-05-30,46.68,0,1,0,0,46.68,49.18,0.9491663277755185,SELL,55.35,0.843360433604336,BUY
2020-05-31,46.68,0,1,0,0,46.68,49.18,0.9491663277755185,SELL,55.35,0.843360433604336,BUY
2020-06-01,46.99,0,1,0,0,46.99,49.18,0.9554697031313543,SELL,55.35,0.8489611562782294,BUY
2020-06-02,46.9,0,1,0,0,46.9,49.18,0.9536396909312729,SELL,55.35,0.8473351400180668,BUY
2020-06-03,47.9,0,1,0,0,47.9,49.18,0.9739731598210655,SELL,55.35,0.8654019873532068,BUY
2020-06-04,47.92,0,1,0,0,47.92,49.18,0.9743798291988613,SELL,55.35,0.8657633242999097,BUY
2020-06-05,49.09,0,1,0,0,49.09,49.18,0.9981699877999187,HOLD,55.35,0.8869015356820236,BUY
2020-06-06,49.09,0,1,0,0,49.09,49.18,0.9981699877999187,HOLD,55.35,0.8869015356820236,BUY
2020-06-07,49.09,0,1,0,0,49.09,49.18,0.9981699877999187,HOLD,55.35,0.8869015356820236,BUY
2020-06-08,49.85,0,1,0,0,49.85,49.18,1.013623424156161,HOLD,55.35,0.90063233965673,BUY
2020-06-09,49.0,0,1,0,0,49.0,49.18,0.9963399755998373,HOLD,55.35,0.8852755194218609,BUY
2020-06-10,48.62,0,1,0,0,48.62,49.18,0.9886132574217161,HOLD,55.35,0.8784101174345076,BUY
2020-06-11,45.54,0,1,0,0,45.54,49.18,0.925986173241155,SELL,55.35,0.8227642276422764,BUY
2020-06-12,45.6,0,1,0,0,45.6,49.18,0.9272061813745426,SELL,55.35,0.8238482384823849,BUY
2020-06-13,45.6,0,1,0,0,45.6,49.18,0.9272061813745426,SELL,55.35,0.8238482384823849,BUY
2020-06-14,45.6,0,1,0,0,45.6,49.18,0.9272061813745426,SELL,55.35,0.8238482384823849,BUY
2020-06-15,46.3,0,1,0,0,46.3,49.18,0.9414396095973973,SELL,55.35,0.8364950316169828,BUY
2020-06-16,46.77,0,1,0,0,46.77,49.18,0.9509963399756,SELL,55.35,0.8449864498644987,BUY
2020-06-17,46.58,0,1,0,0,46.58,49.18,0.9471329808865392,SELL,55.35,0.841553748870822,BUY
2020-06-18,46.99,0,1,0,0,46.99,49.18,0.9554697031313543,SELL,55.35,0.8489611562782294,BUY
2020-06-19,46.02,0,1,0,0,46.02,49.18,0.9357462383082554,SELL,55.35,0.8314363143631437,BUY
2020-06-20,46.02,0,1,0,0,46.02,49.18,0.9357462383082554,SELL,55.35,0.8314363143631437,BUY
2020-06-21,46.02,0,1,0,0,46.02,49.18,0.9357462383082554,SELL,55.35,0.8314363143631437,BUY
2020-06-22,45.74,0,1,0,0,45.74,49.18,0.9300528670191135,SELL,55.35,0.8263775971093045,BUY
2020-06-23,45.64,0,1,0,0,45.64,49.18,0.9280195201301342,SELL,55.35,0.8245709123757904,BUY
2020-06-24,44.65,0,1,0,0,44.65,49.18,0.9078893859292395,SELL,55.35,0.8066847335140017,BUY
2020-06-25,44.93,0,1,0,0,44.93,49.18,0.9135827572183814,SELL,55.35,0.8117434507678409,BUY
2020-06-26,43.57,0,1,0,0,43.57,49.18,0.8859292395282635,SELL,55.35,0.7871725383920506,BUY
2020-06-27,43.57,0,1,0,0,43.57,49.18,0.8859292395282635,SELL,55.35,0.7871725383920506,BUY
2020-06-28,43.57,0,1,0,0,43.57,49.18,0.8859292395282635,SELL,55.35,0.7871725383920506,BUY
2020-06-29,44.36,0,1,0,0,44.36,49.18,0.9019926799511997,SELL,55.35,0.8014453477868112,BUY
2020-06-30,44.68,0,1,0,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-01,44.82,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-02,44.88,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-03,44.88,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-04,44.88,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-05,44.88,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-06,45.23,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-07,45.21,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-08,45.07,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-09,43.91,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-10,45.15,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-11,45.15,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-12,45.15,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-13,45.25,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-14,45.87,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-15,46.4,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-16,46.15,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-17,46.82,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-18,46.82,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-19,46.82,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-20,46.12,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-21,47.2,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-22,48.48,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-23,48.28,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-24,48.49,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-25,48.49,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-26,48.49,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-27,48.48,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-28,48.18,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-29,48.02,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-30,47.69,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-07-31,47.24,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-01,47.24,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-02,47.24,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-03,46.3,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-04,46.69,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-05,47.22,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-06,47.48,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-07,47.8,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-08,47.8,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-09,47.8,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-10,47.72,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-11,47.93,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-12,48.43,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-13,48.38,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-14,48.45,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-15,48.45,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-16,48.45,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-17,48.21,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-18,48.42,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-19,47.37,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-20,47.35,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-21,47.28,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-22,47.28,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-23,47.28,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-24,47.97,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-25,47.91,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
2020-08-26,48.16,0,0,1,0,44.68,49.18,0.9084993899959333,SELL,55.35,0.8072267389340559,BUY
